6:30:00,18.4,81,18.8,19.2,0.0163247,22323.6
6:31:00,18.4,80,18.8,19.2,0.0172117,22961.6
6:32:00,18.5,80,18.9,19.4,0.018311,23689.2
6:33:00,18.6,80,19.1,19.6,0.0175948,24523.2
6:34:00,18.7,79,19.1,19.6,0.0173987,25143.3
6:35:00,18.8,79,19.2,19.8,0.0183778,25769.2
6:36:00,18.8,79,19.3,19.9,0.0182455,26403.6
6:37:00,18.9,78,19.3,19.9,0.0188265,27105.4
6:38:00,19,78,19.4,20.1,0.0210186,27962.6
6:39:00,19.1,78,19.5,20.2,0.0212559,28549
6:40:00,19.1,77,19.4,20.2,0.0226622,29166
6:41:00,19.2,77,19.6,20.4,0.0230955,29888.3
6:42:00,19.2,77,19.6,20.4,0.023758,30730
6:43:00,19.2,77,19.7,20.6,0.0247578,31498.9
6:44:00,19.3,77,19.7,20.7,0.0253352,31930.8
6:45:00,19.3,77,19.8,20.7,0.0266771,32237
6:46:00,19.3,77,19.8,20.7,0.0281614,32538.5
6:47:00,19.4,76,19.8,20.8,0.0296963,33085.3
6:48:00,19.4,75,19.8,20.8,0.0298414,33555
6:49:00,19.5,75,19.9,20.9,0.0305688,34228.4
6:50:00,19.6,75,19.9,21.1,0.0316696,34925.9
6:51:00,19.6,75,20.1,21.2,0.0323516,35018.2
6:52:00,19.7,75,20.1,21.3,0.0339349,35594.9
6:53:00,19.7,75,20.2,21.4,0.0354704,36079.3
6:54:00,19.8,75,20.2,21.4,0.0367836,34849
6:55:00,19.8,75,20.3,21.4,0.0381367,34571.1
6:56:00,19.9,74,20.3,21.6,0.0387851,35608
6:57:00,19.9,74,20.3,21.6,0.0391937,35959.4
6:58:00,19.9,74,20.4,21.7,0.0402803,36824.8
6:59:00,19.9,73,20.4,21.8,0.0424328,37580.3
7:00:00,19.9,73,20.4,21.8,0.0425621,38322.4
7:01:00,20,73,20.4,21.9,0.0443723,38945.5
7:02:00,20,72,20.4,21.8,0.0445484,39072.2
7:03:00,20,71,20.4,21.8,0.0457588,39776.4
7:04:00,19.9,71,20.3,21.8,0.0487266,40205.8
7:05:00,19.9,72,20.3,21.9,0.0500045,41170.4
7:06:00,19.9,72,20.3,21.9,0.0527572,42070.6
7:07:00,19.8,72,20.2,21.8,0.0525377,42323.9
7:08:00,19.8,72,20.2,21.9,0.0536767,43076.4
7:09:00,19.8,72,20.2,21.9,0.0568661,43970.5
7:10:00,19.8,72,20.2,22,0.0580445,45156.1
7:11:00,19.8,72,20.2,22.1,0.0621038,46682.7
7:12:00,19.9,72,20.3,22.2,0.0621329,47294.4
7:13:00,19.9,72,20.3,22.3,0.0643229,47482.5
7:14:00,20,72,20.4,22.3,0.0655752,47419.9
7:15:00,20.1,72,20.4,22.4,0.0657541,47631.9
7:16:00,20.1,71,20.4,22.4,0.0649858,47642.8
7:17:00,20.1,71,20.4,22.4,0.0654256,47620.3
7:18:00,20.2,70,20.4,22.5,0.0692932,48595.5
7:19:00,20.2,71,20.6,22.6,0.0716217,48477.1
7:20:00,20.3,70,20.6,22.7,0.0721363,49738.4
7:21:00,20.3,70,20.6,22.8,0.075566,51269.5
7:22:00,20.4,70,20.7,22.9,0.0774728,52125.5
7:23:00,20.4,70,20.7,22.9,0.0811237,52473.2
7:24:00,20.5,69,20.7,23,0.082404,52865
7:25:00,20.6,69,20.7,26.1,0.0870335,53490
7:26:00,20.6,69,20.8,26.2,0.0883102,54030.3
7:27:00,20.7,69,20.8,26.3,0.091106,54235.9
7:28:00,20.7,69,20.8,26.3,0.0945124,54856.1
7:29:00,20.8,68,20.8,26.4,0.0958545,55603
7:30:00,20.8,68,20.9,26.4,0.101826,56127.9
7:31:00,20.9,68,20.9,26.5,0.102568,56940.9
7:32:00,20.9,67,20.9,26.6,0.109549,57972.1
