5:00:00,0.0247245
5:01:00,0.0238051
5:02:00,0.0232
5:03:00,0.0218874
5:04:00,0.0249812
5:05:00,0.0239162
5:06:00,0.0214716
5:07:00,0.0207404
5:08:00,0.0198556
5:09:00,0.0185385
5:10:00,0.0210064
5:11:00,0.0188221
5:12:00,0.0208307
5:13:00,0.0201956
5:14:00,0.0193274
5:15:00,0.0153578
5:16:00,0.0192984
5:17:00,0.0190151
5:18:00,0.0192973
5:19:00,0.0172244
5:21:00,0.0185097
5:22:00,0.0186959
5:23:00,0.0185473
5:24:00,0.0144552
5:25:00,0.0163021
5:26:00,0.017937
5:27:00,0.0162718
5:28:00,0.0200141
5:29:00,0.0190676
5:30:00,0.0208005
5:31:00,0.0225615
5:32:00,0.0255139
5:33:00,0.0266622
5:34:00,0.0295464
5:35:00,0.0352955
5:36:00,0.0409146
5:37:00,0.0486126
5:38:00,0.0587325
5:39:00,0.0692998
5:40:00,0.084405
5:41:00,0.107223
5:42:00,0.128554
5:44:00,0.194894
5:53:00,1.56302
5:54:00,1.99768
5:55:00,2.56593
5:56:00,3.30896
5:57:00,4.27448
5:58:00,5.51553
5:59:00,7.09936
6:00:00,9.08064
6:01:00,11.5441
6:02:00,14.5656
6:03:00,18.2477
6:04:00,22.7306
6:06:00,28.1
6:07:00,34.4851
6:08:00,41.8912
6:09:00,50.4874
6:10:00,60.4211
6:11:00,71.889
6:12:00,85.0576
6:13:00,100.085
6:14:00,117.325
6:15:00,136.998
6:16:00,159.284
6:17:00,184.779
6:18:00,214.925
6:19:00,246.964
6:20:00,284.646
6:21:00,324.118
6:22:00,367.489
6:23:00,414.369
6:24:00,468.42
6:25:00,523.855
6:26:00,583.739
6:27:00,647.66
6:28:00,720.72
6:29:00,793.686
6:30:00,870.738
6:31:00,951.72
6:32:00,1047.36
6:33:00,1137.09
6:34:00,1231.94
6:35:00,1331.23
6:36:00,1445.68
6:37:00,1556.89
6:38:00,1673.74
6:39:00,1795.7
6:40:00,1935.35
6:41:00,2070.37
6:42:00,2212.11
6:43:00,2360.76
6:44:00,2516.77
6:45:00,2694.59
6:46:00,2863.54
6:47:00,3039.71
6:48:00,3222.53
6:49:00,3427.41
6:50:00,3620.29
6:51:00,3819.69
6:52:00,4024
6:53:00,4256.69
6:54:00,4481.33
6:55:00,4705.42
6:56:00,4940.53
6:57:00,5204.88
6:58:00,5453.11
6:59:00,5706.93
7:00:00,5965.52
7:01:00,6250.89
7:02:00,6522.79
7:03:00,6803.97
7:04:00,7103.83
7:05:00,7435.94
7:06:00,7741.78
7:07:00,8071.84
7:08:00,8404.94
7:09:00,8749.15
7:10:00,9111.6
7:11:00,9435.07
7:12:00,9797.26
7:13:00,10199.1
7:14:00,10641
7:15:00,11032.4
7:16:00,11423.6
7:17:00,11862.3
7:18:00,12310
7:19:00,12759.8
7:20:00,13177.3
7:21:00,13606
7:22:00,14087.2
7:23:00,14538.3
7:24:00,15018.2
7:25:00,15456.9
7:26:00,15961.9
7:27:00,16481
7:28:00,16977.8
7:29:00,17478.1
7:30:00,17979
7:31:00,18531
7:32:00,19018.4
7:33:00,19564.2
7:34:00,20095
7:35:00,20711.7
7:37:00,21295.2
7:38:00,21965.6
7:39:00,22643.1
7:40:00,23236.8
7:41:00,23821.4
7:42:00,24461
7:43:00,25158.1
7:44:00,25791.9
7:45:00,26408.2
7:46:00,26933.6
7:47:00,27571
7:48:00,28202.4
7:49:00,28802.9
7:50:00,29428.8
7:51:00,30237.1
7:52:00,30990.6
7:53:00,31643.7
7:54:00,32269.8
7:55:00,32937.4
7:56:00,33507.1
7:57:00,34179.9
7:58:00,34810.6
7:59:00,35404.3
8:00:00,35969.3
8:01:00,36485.4
8:02:00,37170.8
8:03:00,37803.1
8:04:00,38269.3
8:05:00,39015.5
8:06:00,39552.4
8:07:00,40039.3
8:08:00,40746.6
8:09:00,41539.7
8:10:00,42499.6
8:11:00,43109.1
8:12:00,43550.3
8:13:00,43985.4
8:14:00,44558.6
8:15:00,45120.8
8:16:00,45679.5
8:17:00,46116
8:18:00,46753.4
8:19:00,47610.2
8:20:00,48178
8:21:00,48520
8:22:00,49035.3
8:23:00,49404.6
8:24:00,50004.1
8:25:00,50267.4
8:26:00,51320.7
8:27:00,51694.3
8:28:00,52520.7
8:29:00,52824
8:30:00,53132.8
8:31:00,53750.1
8:32:00,53956.9
8:33:00,54649
8:34:00,55179.9
8:35:00,55621.8
8:36:00,56037.4
8:37:00,56329.3
8:38:00,56974.3
8:39:00,57407.9
8:40:00,58058.6
8:41:00,58541.6
8:42:00,58925.8
8:43:00,59404.8
8:44:00,59918.6
8:45:00,60328.2
8:46:00,61091.4
8:47:00,61723
8:48:00,61860.2
8:49:00,62235.4
8:50:00,62817
8:51:00,63517.9
8:52:00,64039.9
8:53:00,64189.4
8:54:00,64342.9
8:55:00,64838.4
8:56:00,65220.3
8:57:00,65926.5
8:58:00,66221
8:59:00,66425.9
9:00:00,66954.7
9:01:00,67405
9:02:00,67631.4
9:03:00,68403.7
9:04:00,68799.7
9:05:00,69376.4
9:06:00,69642.1
9:07:00,69589.8
9:08:00,70170.4
9:09:00,70748.3
9:10:00,71049.5
9:11:00,71358.4
9:12:00,71755.7
9:13:00,72109.2
9:14:00,72275.4
9:15:00,72555.5
9:16:00,73121.4
9:17:00,73905.4
9:18:00,74233.9
9:19:00,74205.9
9:20:00,74498.4
9:21:00,75012.9
9:22:00,76088.8
9:23:00,76265.9
9:24:00,76603.8
9:25:00,76790.4
9:26:00,77485.4
9:27:00,78344.2
9:28:00,78651.8
9:29:00,79061.5
9:30:00,79528.4
9:31:00,79232.1
9:32:00,79332.4
9:33:00,79769.7
9:34:00,79828.2
9:35:00,79659.9
9:36:00,79839.4
9:37:00,79640.6
9:38:00,79442
9:39:00,79164.8
9:40:00,78411.7
9:41:00,78895.6
9:42:00,78596.9
9:43:00,77130.3
9:44:00,77360.4
9:45:00,78037
9:46:00,78507.6
9:47:00,78921.5
9:48:00,78184.9
9:49:00,78568
9:50:00,79271.3
9:51:00,79989.4
9:53:00,81346.1
9:54:00,80844.3
9:55:00,80033.5
9:56:00,80757.2
9:57:00,80843.4
9:58:00,81343.1
9:59:00,82596.1
10:00:00,82835.8
10:01:00,82409
10:02:00,83226.3
10:03:00,83107.2
10:04:00,83905.9
10:05:00,84357.9
10:06:00,83983.7
10:07:00,85545.9
10:08:00,85339.2
10:09:00,85928.4
