6:32:00,3926.84,0.382,0.372727
6:33:00,3933.36,0.381878,0.373124
6:34:00,3971.73,0.380299,0.372451
6:35:00,3945.92,0.381635,0.373891
6:36:00,3952.13,0.381536,0.37434
6:37:00,4000.41,0.379503,0.37331
6:38:00,4003.54,0.379506,0.373743
6:39:00,3971.48,0.381102,0.375321
6:40:00,3974.05,0.381145,0.375822
6:41:00,3979.52,0.381039,0.376165
6:42:00,3976.39,0.381295,0.376674
6:43:00,3983.99,0.381095,0.376963
6:44:00,3992.49,0.380837,0.377164
6:45:00,3994.78,0.380888,0.377659
6:46:00,4011.52,0.380213,0.377438
6:47:00,4021.86,0.379833,0.37743
6:48:00,4039.04,0.379116,0.377083
6:49:00,4017.28,0.380309,0.378578
6:50:00,4025.83,0.380028,0.378705
6:51:00,4065.06,0.378207,0.377211
6:52:00,4052.72,0.378902,0.37817
6:53:00,4072.6,0.378092,0.377827
6:54:00,4099.2,0.376954,0.377105
6:55:00,4113.8,0.376359,0.376821
6:56:00,4112.11,0.376516,0.377214
6:57:00,4120.45,0.376226,0.377226
6:58:00,4146.1,0.375085,0.376296
6:59:00,4154.42,0.374808,0.376366
7:00:00,4163.22,0.37451,0.376421
7:01:00,4173.33,0.374178,0.376493
7:02:00,4180.11,0.373965,0.376604
7:03:00,4192.98,0.373452,0.376331
7:04:00,4198.86,0.373202,0.376152
7:05:00,4203.51,0.373097,0.376383
7:06:00,4222.05,0.372296,0.375706
7:07:00,4226.16,0.372137,0.37565
7:08:00,4230.87,0.371882,0.375226
7:09:00,4232.56,0.371842,0.375305
7:10:00,4236.9,0.371672,0.375228
7:11:00,4248.19,0.37126,0.375116
7:12:00,4261.73,0.370779,0.375028
7:13:00,4275.45,0.370212,0.374564
7:14:00,4299.5,0.369261,0.37392
7:15:00,4315.95,0.368685,0.373828
7:16:00,4334.65,0.367967,0.373398
7:17:00,4344.27,0.367614,0.373242
7:18:00,4360.78,0.366911,0.372457
7:19:00,4374.5,0.366429,0.372293
7:20:00,4382.77,0.366109,0.372061
7:21:00,4393.22,0.365684,0.371639
7:22:00,4403.95,0.365256,0.371239
7:23:00,4416.93,0.3648,0.371053
7:24:00,4430.0,0.36431,0.370689
7:25:00,4440.99,0.363887,0.370321
7:26:00,4453.55,0.363465,0.370208
7:27:00,4466.7,0.36299,0.369943
7:28:00,4476.42,0.362649,0.369779
7:29:00,4487.27,0.362224,0.369327
7:30:00,4506.71,0.361555,0.368981
7:31:00,4525.77,0.360878,0.368537
7:32:00,4547.95,0.360128,0.368198
7:33:00,4557.16,0.359786,0.367868
7:34:00,4570.73,0.359295,0.367426
7:35:00,4588.54,0.358697,0.367084
7:37:00,4607.26,0.358066,0.366732
7:38:00,4622.59,0.357537,0.366316
7:39:00,4634.53,0.357122,0.365968
7:40:00,4647.53,0.356688,0.365733
7:41:00,4655.84,0.356406,0.36548
7:42:00,4674.52,0.355791,0.365125
7:43:00,4692.79,0.355194,0.364718
7:44:00,4708.92,0.354651,0.364294
7:45:00,4717.49,0.354378,0.364106
7:46:00,4725.29,0.35411,0.363846
7:47:00,4727.22,0.35404,0.363738
7:48:00,4729.76,0.353947,0.363654
7:49:00,4736.15,0.353732,0.36341
7:50:00,4750.69,0.35326,0.363034
7:51:00,4755.59,0.353097,0.362921
7:52:00,4771.22,0.352601,0.362568
7:53:00,4786.34,0.352132,0.362299
7:54:00,4792.01,0.351954,0.362216
7:55:00,4797.92,0.351767,0.362043
7:56:00,4811.54,0.351326,0.361619
7:57:00,4813.2,0.351266,0.361576
7:58:00,4831.98,0.35068,0.361104
7:59:00,4836.79,0.350526,0.361006
8:00:00,4843.27,0.350329,0.360848
8:01:00,4847.47,0.35021,0.360823
8:02:00,4859.65,0.349827,0.36048
8:03:00,4874.58,0.349365,0.360153
8:04:00,4876.92,0.349286,0.360018
8:05:00,4887.97,0.348952,0.359798
8:06:00,4905.33,0.348431,0.359416
8:07:00,4919.22,0.348014,0.359096
8:08:00,4916.03,0.3481,0.359093
8:09:00,4925.35,0.347817,0.358867
8:10:00,4928.57,0.347721,0.358778
8:11:00,4924.13,0.347836,0.358735
8:12:00,4933.54,0.347564,0.358544
8:13:00,4936.02,0.347477,0.358424
8:14:00,4937.56,0.347433,0.358394
8:15:00,4948.11,0.347106,0.358028
8:16:00,4956.62,0.346866,0.357888
8:17:00,4963.75,0.346658,0.357784
8:18:00,4973.24,0.346368,0.357473
8:19:00,4987.11,0.345957,0.357079
8:20:00,5005.59,0.345418,0.356586
8:21:00,5010.46,0.345278,0.356538
8:22:00,5012.92,0.345206,0.356449
8:23:00,5018.44,0.34505,0.356322
8:24:00,5028.52,0.344759,0.356086
8:25:00,5036.08,0.344547,0.355996
8:26:00,5045.06,0.3443,0.355831
8:27:00,5046.59,0.344255,0.355767
8:28:00,5062.63,0.343789,0.355338
8:29:00,5067.53,0.343659,0.355286
8:30:00,5084.39,0.343188,0.354912
8:31:00,5088.22,0.343067,0.354711
8:32:00,5085.55,0.343131,0.354644
8:33:00,5092.54,0.342937,0.354443
8:34:00,5098.0,0.342774,0.354228
