1,9,2325,40
1,10,3100,200
1,11,3100,200
1,12,3750,400
1,13,2650,100
1,14,3800,1000
1,15,2650,100
1,16,3800,1000
1,17,2650,100
1,18,2000,20
2,9,2650,100
2,10,2650,100
2,11,3800,1000
2,12,3800,1000
2,13,3750,400
2,14,2650,100
2,15,3800,1000
2,16,3100,200
2,17,3100,200
2,18,3750,400
3,9,3100,200
3,10,3750,400
3,11,3100,200
3,12,2650,100
3,13,3800,1000
3,14,3800,1000
3,15,3800,1000
3,16,3800,1000
3,17,2650,100
3,18,0,0
1,9,3750,400
1,10,3750,400
1,11,3100,200
1,12,3100,200
1,13,2650,100
1,14,3800,1000
1,15,3800,1000
1,16,3800,1000
1,17,2650,100
1,18,2000,20
2,9,2650,100
2,10,2650,100
2,11,3800,1000
2,12,2650,100
2,13,3750,400
2,14,3800,1000
2,15,2650,100
2,16,3100,200
2,17,2325,40
2,18,3100,200
3,9,2325,40
3,10,3100,200
3,11,2650,100
3,12,3800,1000
3,13,3800,1000
3,14,2650,100
3,15,3800,1000
3,16,2650,100
3,17,2650,100
3,18,2000,20
1,9,3100,200
1,10,3100,200
1,11,2325,40
1,12,3100,200
1,13,3800,1000
1,14,3800,1000
1,15,2650,100
1,16,3800,1000
1,17,2650,100
1,18,0,0
2,9,2650,100
2,10,2650,100
2,11,2650,100
2,12,2650,100
2,13,3750,400
2,14,3800,1000
2,15,2650,100
2,16,3100,200
2,17,2325,40
2,18,2325,40
3,9,3750,400
3,10,3750,400
3,11,2650,100
3,12,2650,100
3,13,3800,1000
3,14,2650,100
3,15,2650,100
3,16,3800,1000
3,17,2650,100
3,18,2000,20
1,9,3100,200
1,10,2325,40
1,11,3750,400
1,12,2650,100
1,13,3800,1000
1,14,3800,1000
1,15,3800,1000
1,16,3800,1000
1,17,2650,100
1,18,0,0
2,9,2650,100
2,10,2650,100
2,11,3800,1000
2,12,3800,1000
2,13,3750,400
2,14,2650,100
2,15,2650,100
2,16,2325,40
2,17,2325,40
2,18,3750,400
3,9,3100,200
3,10,3750,400
3,11,3750,400
3,12,3800,1000
3,13,3800,1000
3,14,2650,100
3,15,3800,1000
3,16,2650,100
3,17,2650,100
3,18,3750,400
1,9,3100,200
1,10,2325,40
1,11,2325,40
1,12,3750,400
1,13,2650,100
1,14,2650,100
1,15,3800,1000
1,16,2650,100
1,17,2650,100
1,18,0,0
2,9,2650,100
2,10,2650,100
2,11,2650,100
2,12,3800,1000
2,13,3100,200
2,14,2650,100
2,15,2650,100
2,16,3100,200
2,17,3100,200
2,18,2325,40
3,9,3750,400
3,10,2650,100
3,11,3750,400
3,12,3800,1000
3,13,3800,1000
3,14,3800,1000
3,15,3800,1000
3,16,3800,1000
3,17,2650,100
3,18,3750,400
